,Unnamed: 0,Location 地點,Standard BS1363,Medium IEC 62196 (≦20kW),Medium SAE J1772,Medium Others,Quick CHAdeMO,Quick CCS Combo 2,Quick IEC 62196 (>20kW),Quick GB/T 20234.3 (DC),Quick Others,"Remark for ""Others"" 附註",Latitude,Longitude,count_tot
615,481,Yau Oi Sport Centre 友愛體育館,,3,,,,,,,,,,,
616,482,Siu Hei Commercial Center 兆禧苑商場,,,,,,2,,,,,,,
617,,Islands District 離島區,,,,,,,,,,,,,
618,483,Citygate 東薈城,,,,,,,2,,,,,,
619,,Citygate 東薈城,,,,,,,,,8,Tesla Supercharger,,,
620,,Citygate 東薈城,,,,,,,6,,,,,,
621,484,Fu Tung Shopping Centre 富東商場,,,,,,,3,,,,,,
622,485,Hong Kong SkyCity Marriott Hotel 香港天際萬豪酒店,,,,1,,,,,,Tesla Roadster,,,
623,,Hong Kong SkyCity Marriott Hotel 香港天際萬豪酒店,,,,,,,,,4,Tesla Wall Connector,,,
624,486,Hong Kong International Airport (Car park 4) 香港國際機場 (4號停車場),,,,,2,2,2,,,,,,
625,,Hong Kong International Airport (Car park 4) 香港國際機場 (4號停車場),,,,,,,4,,,,,,
626,,Hong Kong International Airport (Car park 4) 香港國際機場 (4號停車場),,78,,,3,8,,,,,,,
627,487,Hong Kong Disneyland 香港迪士尼樂園,2,5,,,,,,,,,,,
628,,Hong Kong Disneyland 香港迪士尼樂園,,,,6,,,,,,Tesla Wall Connector,,,
629,,Hong Kong Disneyland 香港迪士尼樂園,,24,,,,,,,,,,,
630,488,Hong Kong Disneyland Hotel 香港迪士尼樂園酒店,,,,1,,,,,,Tesla Wall Connector,,,
631,,Hong Kong Disneyland Hotel 香港迪士尼樂園酒店,1,1,,,,,,,,,,,
632,489,Disney’s Hollywood Hotel 迪士尼好萊塢酒店,1,,,,,,,,,,,,
633,490,Disney Explorers Lodge 迪士尼探索家度假酒店,1,,,,,,,,,,,,
634,,Disney Explorers Lodge 迪士尼探索家度假酒店,,1,,,,,,,,,,,
635,491,Yat Tung Shopping Centre 逸東商場,,,,,2,2,2,,,,,,
636,492,Regal Airport Hotel 富豪機場酒店,,,,,,,,,1,Tesla Wall Connector,,,
637,493,Cathay Pacific City 國泰城,,4,,,,,,,,,,,
638,494,Mun Tung Estate 滿東邨,8,,,,,,,,,,,,
639,495,Hong Kong-Zhuhai-Macao Bridge 港珠澳大橋,,89,,,,,,,,,,,
640,,Hong Kong-Zhuhai-Macao Bridge 港珠澳大橋,,,,,1,1,1,,,,,,
641,,Hong Kong-Zhuhai-Macao Bridge 港珠澳大橋,,,,,,,,1,,,,,
642,496,Ngan Ho Court 銀河苑,1,,,,,,,,,,,,
643,497,Ngan Wai Court 銀蔚苑,1,,,,,,,,,,,,
644,498,Ying Tung Estate 迎東邨,1,,,,,,,,,,,,
645,499,Mui Wo Ferry Pier Road Carpark 梅窩碼頭路停車場,,9,,,,,,,,,,,
646,500,Tung Chung Municipal Services Building東涌市政大樓,,10,,,,,,,,,,,
647,501,Shell Airport Cargo station 蜆殼機場貨運站,,2,,,,2,,,,,,,
648,502,Tai O Public Car Park 大澳公眾停車場,,9,,,,,,,,,,,
649,,,,,,,,,,,,,,,
650,,Sub-total 小計,1453,2909,11,387,50,105,457,1,402,5775,,,
651,,Sub-total 小計,1453,,3307,,,1015,,,,,,,
652,,,,,,,,,,,,,,,
653,,Total 總計,5775,,,,,,,,,,,,
654,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,
656,Notes備註:,,,,,,,,,,,,,,
657,"1. The above may not comprehensively list out all chargers installed by private sectors for public access. Service may also be suspended without our knowledge.
上述可能未全面表列由私人安裝開放給公眾的充電器，充電服務也可能在我們不知情下終止。",,,,,,,,,,,,,,
658,"2. Standard charger means a charger employing a household type 13A socket. Medium charger means a charger with rated power of or below 20kW. Quick charger means charger with rated power above 20 kW.
標準充電器指採用家用型13A插座的充電器；中速充電器是指額定功率在20千瓦或以下的充電器；快速充電器是指額定功率大於20千瓦的充電器。",,,,,,,,,,,,,,
659,"3. In general, a charger has either one socket or carries one charging cable except the following configurations:
除下列類型外，充電器一般有一個插頭或一條充電電缐：",,,,,,,,,,,,,,
660,,Dual-standard charger. 雙制式充電器。,,,,,,,,,,,,,
661,,Multi-standard quick charger. 多制式快速充電器。,,,,,,,,,,,,,
662,"4. The charger information provided is for reference only. No statement, representation or warranty, express or implied, is given by the Government as to its accuracy, completeness or appropriateness for use in any particular circumstances. The Government shall not be liable for any errors, omissions, misstatements or misrepresentations (express or implied), concerning the information, and shall not have or accept any liability, obligation or responsibility whatsoever for any loss, destruction or damage (including without limitation consequential loss, destruction or damage) howsoever arising from or in respect of using, misusing, inability to use, or relying on the information.
充電器的資訊僅供參考。政府並不對該等資訊的準確性、完整性或在任何特定情況下的適用性作出任何明示或隱含的陳述、申述或保證。政府不會就有關資訊的任何錯誤、遺漏、錯誤陳述或失實陳述(不論明示或隱含的)承擔任何責任。對於因使用、不當使用、不能使用或依據資訊而引致或所涉及的任何損失、毀壞或損害（包括但不限於相應的損失、毀壞或損害），政府概不承擔任何法律責任、義務或責任。",,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,
664,更新日期 : 2023年3月。 Updated : March 2023,,,,,,,,,,,,,,
